1973-01-01;4.77
1973-02-01;5.05
1973-03-01;5.5
1973-04-01;5.5
1973-05-01;5.9
1973-06-01;6.33
1973-07-01;6.98
1973-08-01;7.29
1973-09-01;7.5
1974-03-01;7.5
1974-04-01;7.6
1974-05-01;8.0
1974-11-01;8.0
1974-12-01;7.81
1975-01-01;7.4
1975-02-01;6.82
1975-03-01;6.4
1975-04-01;6.25
1975-05-01;6.12
1975-06-01;6.0
1975-12-01;6.0
1976-01-01;5.79
1976-02-01;5.5
1976-10-01;5.5
1976-11-01;5.43
1976-12-01;5.25
1977-07-01;5.25
1977-08-01;5.27
1977-09-01;5.75
1977-10-01;5.8
1977-11-01;6.0
1977-12-01;6.0
1978-01-01;6.37
1978-02-01;6.5
1978-04-01;6.5
1978-05-01;6.84
1978-06-01;7.0
1978-07-01;7.23
1978-08-01;7.43
1978-09-01;7.83
1978-10-01;8.26
1978-11-01;9.5
1979-06-01;9.5
1979-07-01;9.69
1979-08-01;10.24
1979-09-01;10.7
1979-10-01;11.77
1979-11-01;12.0
1980-01-01;12.0
1980-02-01;12.52
1980-03-01;13.0
1980-04-01;13.0
1980-05-01;12.94
1980-06-01;11.4
1980-07-01;10.87
1980-08-01;10.0
1980-09-01;10.17
1980-10-01;11.0
1980-11-01;11.47
1980-12-01;12.87
1981-01-01;13.0
1981-04-01;13.0
1981-05-01;13.87
1981-06-01;14.0
1981-10-01;14.0
1981-11-01;13.03
1981-12-01;12.1
1982-01-01;12.0
1982-06-01;12.0
1982-07-01;11.81
1982-08-01;10.68
1982-09-01;10.0
1982-10-01;9.68
1982-11-01;9.35
1982-12-01;8.73
1983-01-01;8.5
1984-03-01;8.5
1984-04-01;8.87
1984-05-01;9.0
1984-10-01;9.0
1984-11-01;8.83
1984-12-01;8.37
1985-01-01;8.0
1985-04-01;8.0
1985-05-01;7.81
1985-06-01;7.5
1986-02-01;7.5
1986-03-01;7.1
1986-04-01;6.83
1986-05-01;6.5
1986-06-01;6.5
1986-07-01;6.16
1986-08-01;5.82
1986-09-01;5.5
1987-08-01;5.5
1987-09-01;5.95
1987-10-01;6.0
1988-07-01;6.0
1988-08-01;6.37
1988-09-01;6.5
1989-01-01;6.5
1989-02-01;6.59
1989-03-01;7.0
1990-11-01;7.0
1990-12-01;6.79
1991-01-01;6.5
1991-02-01;6.0
1991-03-01;6.0
1991-04-01;5.98
1991-05-01;5.5
1991-08-01;5.5
1991-09-01;5.2
1991-10-01;5.0
1991-11-01;4.58
1991-12-01;4.11
1992-01-01;3.5
1992-06-01;3.5
1992-07-01;3.02
1992-08-01;3.0
1994-04-01;3.0
1994-05-01;3.24
1994-06-01;3.5
1994-07-01;3.5
1994-08-01;3.76
1994-09-01;4.0
1994-10-01;4.0
1994-11-01;4.4
1994-12-01;4.75
1995-01-01;4.75
1995-02-01;5.25
1995-12-01;5.25
1996-01-01;5.24
1996-02-01;5.0
1996-03-01;5.0
1998-09-01;5.0
1998-10-01;4.86
1998-11-01;4.63
1998-12-01;4.5
1999-07-01;4.5
1999-08-01;4.56
1999-09-01;4.75
1999-10-01;4.75
1999-11-01;4.86
1999-12-01;5.0
2000-01-01;5.0
2000-02-01;5.24
2000-03-01;5.34
2000-04-01;5.5
2000-05-01;5.71
2000-06-01;6.0
2000-12-01;6.0
2001-01-01;5.52
2001-02-01;5.0
2001-03-01;4.81
2001-04-01;4.28
2001-05-01;3.73
2001-06-01;3.47
2001-07-01;3.25
2001-08-01;3.16
2001-09-01;2.77
2001-10-01;2.02
2001-11-01;1.58
2001-12-01;1.33
2002-01-01;1.25
2002-10-01;1.25
2002-11-01;0.83
2002-12-01;0.75
2003-01-01;2.25
2003-05-01;2.25
2003-06-01;2
2004-05-01;2
2004-06-01;2.25
2004-07-01;2.25
2004-08-01;2.5
2004-09-01;2.75
2004-10-01;2.75
2004-11-01;3
2004-12-01;3.25
2005-01-01;3.25
2005-02-01;3.5
2005-03-01;3.75
2005-04-01;3.75
2005-05-01;4
2005-06-01;4.25
2005-07-01;4.25
2005-08-01;4.5
2005-09-01;4.75
2005-10-01;4.75
2005-11-01;5
2005-12-01;5.25
2006-01-01;5.5
2006-02-01;5.5
2006-03-01;5.75
2006-04-01;5.75
2006-05-01;6
2006-06-01;6.25
2007-07-01;6.25
2007-08-01;5.75
2007-09-01;5.25
2007-10-01;5
2007-11-01;5
2007-12-01;4.75
2008-01-01;3.5
2008-02-01;3.5
2008-03-01;2.5
2008-04-01;2.25
2008-09-01;2.25
2008-10-01;1.25
2008-11-01;1.25
2008-12-01;0.5
2010-01-01;0.5
2010-02-01;0.75
2015-11-01;0.75
2015-12-01;1
2016-11-01;1
2016-12-01;1.25
2017-02-01;1.25
2017-03-01;1.5
2017-05-01;1.5
2017-06-01;1.75
2017-11-01;1.75
2017-12-01;2.0
2018-02-01;2.0
2018-03-01;2.25
2018-05-01;2.25
2018-06-01;2.5
2018-08-01;2.5
2018-09-01;2.75
2018-11-01;2.75
2018-12-01;3.0
2019-07-01;3.0
2019-08-01;2.75
2019-09-01;2.5
2019-10-01;2.25
2020-02-01;2.25
2020-03-01;0.25
2022-01-26;0.25
2022-03-16;0.5
2022-05-04;1
2022-06-15;1.75
2022-07-27;2.5
2022-09-21;3.25
2022-11-02;4.0
2022-12-14;4.5
2023-02-01;4.75
2023-03-22;5
2023-05-03;5.25
2023-06-14;5.25
2023-07-26;5.5
2024-01-31;5.5
